"Id","Titulo_P","Subtitulo_P","Descripcion","Valor","Marca","Categoria","Subcategoria","Sub_sub_categoria","URL_Redireccion","URL_Imagen_Principal","URL_Imagen_2","URL_Imagen_3","URL_Imagen_4","URL_Imagen_5","Tienda"
10322,"Parlante Soundbar Philips HTL1190BX/77","Sound Bar 40 W de potencia. Conexion Bluetooth. Sistema Bass Reflex 2.0 Canales.","Sonido Virtual Surround de Philips produce un sonido Surround rico y envolvente desde un sistema con menos de cinco parlantes. Los algoritmos espaciales avanzados reproducen fielmente el sonido que se produciría en un entorno ideal de 5.1 canales. Cualquier fuente estéreo de alta calidad se puede transformar en un sonido Surround multicanal de gran realismo. No hay necesidad de adquirir más parlantes, cables o soportes para parlantes para poder apreciar el sonido envolvente. Reproducí tu música favorita desde tu smartphone, tablet o pc sin usar cables gracias a la tecnología bluetooth.","$ 4.999,00","Philips","Audio","Parlantes","Sistemas de Parlantes","http://www.carrefour.com.ar/audio-1/parlantes/sistemas-de-parlantes/sound-bar-40-w-philips-bluetooth-mod-htl.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/l/elcj_0000_el_0002_4895185609690_1.jpg",,,,,"Carrefour"
8007,"Telefono de Mesa Philips CRD200B/77","Teléfono con cable CRD200B/77 Philips. Funciona inclusive sin energía (cortes de luz). Pantalla de 8.4 cm, Identificador de llamadas, manos libre, control de volumen, agenda con capacidad de hasta 60 nombres, 9 ringtones diferentes y modo silencio.","Teléfono con cable CRD200B/77 Philips. Funciona inclusive sin energía (cortes de luz). Pantalla de 8.4 cm, Identificador de llamadas, manos libre, control de volumen, agenda con capacidad de hasta 60 nombres, 9 ringtones diferentes y modo silencio.","$ 549,00","Philips","Telefonía","Telefonía Clásica","Teléfonos de Mesa","http://www.carrefour.com.ar/telefonia/telefonia-clasica/telefonos-de-mesa/tel-inal-philips-crd200b-77.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/8/7/8712581706968.jpg",,,,,"Carrefour"
9429,"Teléfono de Mesa Panacom PA-7272","Teléfono de Mesa Panacom con manos libres, pantalla LCD con luz, música en espera, fecha y tiempo de llamada, duración de cada llamada , reloj y alarma.  Identificador de llamadas.","Teléfono de Mesa Panacom con manos libres, pantalla LCD con luz, música en espera, fecha y tiempo de llamada, duración de cada llamada , reloj y alarma.  Identificador de llamadas.","$ 429,00","Panacom","Telefonía","Telefonía Clásica","Teléfonos de Mesa","http://www.carrefour.com.ar/telefonia/telefonia-clasica/telefonos-de-mesa/tel-mesa-panacom-pa-7272-1.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7798130900019.jpg",,,,,"Carrefour"
9367,"Teléfono de Mesa Panacom A-7272","Consigue un mayor número de funciones. Sigue llamando, mientras continúas otras tareas. Consigue un mayor número de funciones.","Conviertete en un usuario avanzado de telefonía con todas las funciones incluidas en este equipo. Este teléfono te provee con lo mejor de las funciones especiales: Función Flash para transferir llamados internos. Función Redial para ahorrar tiempo. Con solo presionando una tecla, te sentirás libre nuevamente. No hay necesidad de quedarse parado al lado del teléfono ni mantener torcido el auricular entre tu cuello y hombro. La tecla Manos Libres enciende el parlante y el micrófono del teléfono para mejorar tu movilidad y te permite realizar otras actividades. Conviertete en un usuario avanzado de telefonía con todas las funciones incluidas en este equipo. Este teléfono te provee con lo mejor de las funciones especiales: 
Función Flash para transferir llamados internos,  función Redial para ahorrar tiempo, función Hold cuando estás ocupado, función Mute para mayor privacidad.","$ 429,00","Panacom","Telefonía","Telefonía Clásica","Teléfonos de Mesa","http://www.carrefour.com.ar/telefonia/telefonia-clasica/telefonos-de-mesa/tel-mesa-panacom-pa-7272.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7798130900026.jpg",,,,,"Carrefour"
6516,"Telefono de Mesa Panacom PA-7262","Moderniza tu experiencia en llamados con la nueva pantalla LCD con retroiluminación. Esta tecnología puesta al día muestra la fecha, el tiempo y mucho más, aún en la oscuridad gracias a su característica retroiluminada. También podrás saber quién te llama con el Identificador de Llamadas. Los últimos números luego se almacenarán para una conexión más rápida.","Moderniza tu experiencia en llamados con la nueva pantalla LCD con retroiluminación. Esta tecnología puesta al día muestra la fecha, el tiempo y mucho más, aún en la oscuridad gracias a su característica retroiluminada.

También podrás saber quién te llama con el Identificador de Llamadas. Los últimos números luego se almacenarán para una conexión más rápida.","$ 459,00","Panacom","Telefonía","Telefonía Clásica","Teléfonos de Mesa","http://www.carrefour.com.ar/telefonia/telefonia-clasica/telefonos-de-mesa/telefono-de-mesa-panacom-pa-7262-7798130903454.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7798130903454.jpg",,,,,"Carrefour"
14388,"Telefono de Mesa Noblex NCT 300","Display Multifunción de fácil lectura - Función Manos Libres - Caller Id: Identificador de llamadas","Display Multifunción de fácil lectura - Mes, Año, Día y hora en Display - Función Manos Libres - Control de Volumen de la Campanilla - Función de llamada en espera con música - Función Redial (Rediscado) - Caller Id: Identificador de llamadas","$ 449,00","Noblex","Telefonía","Telefonía Clásica","Teléfonos de Mesa","http://www.carrefour.com.ar/telefonia/telefonia-clasica/telefonos-de-mesa/tel-mesa-noblex-nct300.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/l/ell_0000_7796962273004_.jpg",,,,,"Carrefour"
7360,"Teléfono de Mesa Panacom PA-7400 WH","Teléfono de mesa Panacom PA-7400 WH Compatible con Centrales Telefónicas. Función Flash. Función Pausa. función Rediscado. Bloqueo de Teclado. Luz Indicadora de Llamada","Compatible con Centrales Telefónicas. Función Flash. Función Pausa. función Rediscado. Bloqueo de Teclado. Luz Indicadora de Llamada","$ 299,00","Panacom","Telefonía","Telefonía Clásica","Teléfonos de Mesa","http://www.carrefour.com.ar/telefonia/telefonia-clasica/telefonos-de-mesa/tel-mesa-panacom-pa-7400-wh.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7798130900620.jpg",,,,,"Carrefour"
14804,"Minicomponente LG 4800W CM9960 Negro","Potencia 4800W RMS - Wireless Party link - Party Thruster - Volcano Lighting - Dance Lighting - Cross Fader","Es hora de que tus fiestas tomen vuelo, 4800watts de ritmos vibrantes y luces le daran a tu fiesta un nuevo nivel. Duplica la fiesta para más diversión. Conecta 2 sistemas de forma inalámbrica para disfrutar el doble de potencia del doble de parlantes. Empuja la palanca Thruster hacia adelante para ir escalando el sonido. Haz que la fiesta estalle con un boom de sonido y luces. Siente como si estuvieras en una disco con patrones de luz que se ajustan a tu fiesta. Las luces dance salen de la unidad ccentral mientras que los parlantes crean su propio espectaculo de luces. Usa la función Cross Fader de LG para mezclar dos canciones y con el control de tempo puedes crear tu mix perfecto. Adhiere efectos especiales como Scratching, Flanger, Phaser, Wah, Delay y otros pregrabados a tus canciones favoritas a los niveles que tu desees. Puedes poner la fiesta en Auto DJ y dejar que el sistema tome el control mientras tu disfrutas. Captura y comparte tu fiesta. Facilmente puedes grabar y enviar el audio via bluetooth a tu celular para disfrutarla otra vez. Convierte casi cualquier canción en una pista de karaoke al eliminar la voz con solo oprimir un botón. Puedes cambiar la tonalidad de la canción para que se ajuste a ti. (Silenciador de voz, Regulardor de tono). Toma control de la fiesta de forma remota desde tus dispositivos moviles. Escoge las canciones y agregales efectos todo mientras estas en la pista de baile. Conecta hasta 3 dispositivos moviles por Bluetooth para crear, controlar y agregar a tu playlist. Deja que tus amigos contribuyan a la diversión.","$ 25.999,00","LG","Audio","Equipos de Música","Minicomponentes","http://www.carrefour.com.ar/audio-1/equipos-de-musica/minicomponentes/minicomp-lg-1100w-mod-cm9960.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/8/8/8806087918960-1.jpg",,,,,"Carrefour"
14272,"Parlantes Bluetooth Bose 151 SE Blanco","Stereo Everywhere. Elegante, armarios compactos se ajustan perfectamente a la pared. Los altavoces pueden ubicarse vertical u horizontal para mayor versatilidad. Aplicaciones multi-propósito: aire libre, patio, terraza, en botes, piscinas, talleres - casi en cualquier parte del medio ambiente.","Estos resistentes altavoces de exterior reproducen un sonido estéreo más completo en una amplia área de escucha tanto si se sitúan junto a una piscina como en un porche, e incluso en un barco. Su optimizado diseño permite integrarlos fácil y discretamente en cualquier decoración. Soportes de montaje incluidos
Nuestros más famosos altavoces de exterior presentan ahora un nuevo diseño, un rendimiento optimizado y una mayor durabilidad. El diseño de altavoces Articulated Array® proporciona un rendimiento Stereo Everywhere® para ofrecer una experiencia auditiva uniforme. Disfrutará de un completo sonido estéreo desde la terraza hasta la piscina o el jardín, e incluso cuando se desplace por su barco. Con sus estilizadas cajas, estos altavoces se integrarán elegantemente en la decoración de su hogar.","$ 8.999,00","Bose","Audio","Parlantes","Parlantes Bluetooth","http://www.carrefour.com.ar/audio-1/parlantes/parlantes-bluetooth/parlante-bluet-mod-151se-speaker-white-b.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/e/ce_0001_17817343169.jpg",,,,,"Carrefour"
14258,"Parlantes Bluetooth Bose 151 SE Negro","Stereo Everywhere. Elegante, armarios compactos se ajustan perfectamente a la pared. Los altavoces pueden ubicarse vertical u horizontal para mayor versatilidad. Aplicaciones multi-propósito: aire libre, patio, terraza, en botes, piscinas, talleres - casi
en cualquier parte del medio ambiente.","Estos resistentes altavoces de exterior reproducen un sonido estéreo más completo en una amplia área de escucha tanto si se sitúan junto a una piscina como en un porche, e incluso en un barco. Su optimizado diseño permite integrarlos fácil y discretamente en cualquier decoración. Soportes de montaje incluidos
Nuestros más famosos altavoces de exterior presentan ahora un nuevo diseño, un rendimiento optimizado y una mayor durabilidad. El diseño de altavoces Articulated Array® proporciona un rendimiento Stereo Everywhere® para ofrecer una experiencia auditiva uniforme. Disfrutará de un completo sonido estéreo desde la terraza hasta la piscina o el jardín, e incluso cuando se desplace por su barco. Con sus estilizadas cajas, estos altavoces se integrarán elegantemente en la decoración de su hogar.","$ 8.999,00","Bose","Audio","Parlantes","Parlantes Bluetooth","http://www.carrefour.com.ar/audio-1/parlantes/parlantes-bluetooth/parlante-bluet-mod-151-se-speaker-black.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/e/ce_0002_17817343152.jpg",,,,,"Carrefour"
14257,"Parlantes Bluetooth Bose 201 Negro","treaming de música con SoundTouch® - Tecnología de altavoces Direct/Reflecting®","Sonido amplio y natural equiparable al de una actuación en directo. Combinados con equipos estéreo o de cine en casa proporcionan un sonido equilibrado en habitaciones pequeñas. Estilizado diseño de altavoces de estantería que se integra en la mayoría de las decoraciones. Puerto de ranura de diseño abocinado que reduce las vibraciones producidas por el aire. El woofer y la forma del puerto permiten obtener unos graves más nítidos y profundos, en particular a altos niveles de volumen. Cuenta con un tweeter de alta sensibilidad y un woofer de 6.5""","$ 6.999,00","Bose","Audio","Parlantes","Parlantes Bluetooth","http://www.carrefour.com.ar/audio-1/parlantes/parlantes-bluetooth/parlante-bluet-mod-201-speaker-black-bos.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/o/bose.jpg",,,,,"Carrefour"
14256,"Parlantes Bluetooth Bose 161 Bracket Blanco","Diseño de altavoz Articulated Array® - Se incluyen soportes personalizados para una instalación fácil y posibilidades de colocación flexibles.","Rendimiento estéreo de parlantes Everywhere®, produce sonido estéreo balanceado sobre un área amplia. El resultado de tecnologías patentadas Bose, estos parlantes estéreo le permiten disfrutar de un sonido equilibrado en todo el área de escucha, a diferencia de los altavoces de audio convencionales que irradian sonido en una sola dirección. Sonido como en el cine y el teatro en el hogar. Parlantes magnéticamente blindados permiten ser colocados en las proximidades de su TV sin interferir con la calidad de la imagen. Se incluyen soportes personalizados para una instalación fácil y posibilidades de colocación flexibles.","$ 5.499,00","Bose","Audio","Parlantes","Parlantes Bluetooth","http://www.carrefour.com.ar/audio-1/parlantes/parlantes-bluetooth/parlante-bluet-mod-161-bracket-white-bos.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/e/ce_0003_17817283007.jpg",,,,,"Carrefour"
7995,"Home Theater 5.1 300W Panasonic HDMI USB","Home theater 5.1 de 300 watts con cable HDMI. Dota de increíble potencia a las peliculas con graves que genera un enorme woofer de 16 cm.","Home theater 5.1 de 300 watts con cable HDMI. Dota de increíble potencia a las peliculas con graves que genera un enorme woofer de 16 cm.","$ 4.899,00","Panasonic","Audio","Parlantes","Sistemas de Parlantes","http://www.carrefour.com.ar/audio-1/parlantes/sistemas-de-parlantes/home-theater-5-1-300w-panasonic-hdmi-usb.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/8/8/885170198074.jpg",,,,,"Carrefour"
14255,"Parlantes Bluetooth Bose 161 Bracket Negro","Diseño de altavoz Articulated Array® - Se incluyen soportes personalizados para una instalación fácil y posibilidades de colocación flexibles.","Rendimiento estéreo de parlantes Everywhere®, produce sonido estéreo balanceado sobre un área amplia. El resultado de tecnologías patentadas Bose, estos parlantes estéreo le permiten disfrutar de un sonido equilibrado en todo el área de escucha, a diferencia de los altavoces de audio convencionales que irradian sonido en una sola dirección. Sonido como en el cine y el teatro en el hogar. Parlantes magnéticamente blindados permiten ser colocados en las proximidades de su TV sin interferir con la calidad de la imagen. Se incluyen soportes personalizados para una instalación fácil y posibilidades de colocación flexibles.","$ 5.499,00","Bose","Audio","Parlantes","Parlantes Bluetooth","http://www.carrefour.com.ar/audio-1/parlantes/parlantes-bluetooth/parlante-bluet-mod-161-bracket-black-bos.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/e/ce_0004_17817282994.jpg",,,,,"Carrefour"
9932,"Home Theater 5.1 Philco TPH508","PHILCO presenta el HOME THEATER TPH 508 que cuenta con una potencia RMS de 105 W sumado a la resolución HD vía HDMI.","PHILCO presenta el HOME THEATER TPH 508 ideal para disfrutar de una buena película o de tu música preferida, siendo el sonido un acompañante perfecto para esta situación. Su potencia RMS de 105 w sumado a la resolución HD vía HDMI, harán de este encuentro un momento único.
Las características del HOME THEATER TPH 508 incluyen reproductor de DVD, entrada de USB, salida HDMI y entrada auxiliar. Elegante y sobrio, el dispositivo permite disfrutar de los mejores títulos de series y películas disponibles en el mercado. Admite formato de audio MP3 y de video DVD,CD,SVCD.","$ 3.149,00","Philco","Audio","Parlantes","Sistemas de Parlantes","http://www.carrefour.com.ar/audio-1/parlantes/sistemas-de-parlantes/home-philco-5-1-hdmi-divx-usb-fm-mod-tph.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7796962105084-1.jpg",,,,,"Carrefour"
8795,"Sistema de Parlantes Stromberg Carlson HTG-902 Radio FM","Sistema de Parlantes Stromberg Carlson con potencia RMS 45W, MP3, iluminación rítmica led, salida 20W + 5x5W, entrada USB / SD / RCA x 2, control Remoto, subwoofer 5”, parlantes 3”.","Sistema de Parlantes Stromberg Carlson con potencia RMS 45W,  radio FM con buscador, MP3, iluminación rítmica led, salida 20W + 5x5W, entrada USB / SD / RCA x 2, control Remoto, subwoofer 5”, parlantes 3”.","$ 2.419,00","Stromberg Carlson","Audio","Parlantes","Sistemas de Parlantes","http://www.carrefour.com.ar/audio-1/parlantes/sistemas-de-parlantes/sistema-de-parl-5-1-45w-usb-sd-fm-stromb-1.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7797026990226.jpg",,,,,"Carrefour"
9170,"Parlantes Thonet Vander Vertrag 2.0","Vertrag™ posee una potencia de salida de 32 watt RMS, 16 watt por cada caja acústica. Perfecto para escuchar música con potencia y calidad increíble.","Ingeniería y diseño puestas al servicio de tus sentidos. Nuestro objetivo es que puedas percibir al detalle tu música preferida, todo su desarrollo acústico y tecnológico se enfoca en brindarte una nueva forma de escuchar.
Vertrag™ posee una potencia de salida de 32 watt RMS, 16 watt por cada caja acústica. Perfecto para escuchar música con potencia y calidad increíble.","$ 2.299,00","Thonet & Vander","Audio","Parlantes","Sistemas de Parlantes","http://www.carrefour.com.ar/audio-1/parlantes/sistemas-de-parlantes/parlantes-thonet-vander-vertrag-2-0.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7798124086606.jpg",,,,,"Carrefour"
14527,"Sistema de Audio Sony MHC-V44D Negro","120W de potencia RMS - Bluetooth - NFC - Luces Audioritmicas","Organiza la mejor fiesta en casa con este sistema de audio de alta potencia. Las tecnologías Sound Pressure Horn y Mega Bass se combinan para proporcionar un sonido contundente y centrado en los graves que sentirás por toda la casa. Haz que el entorno cobre vida con las luces de fiesta, los efectos de sonido de DJ y las funciones de karaoke, y contrólalos todos desde tu teléfono con la aplicación Fiestable. Enciende la fiesta con las luces de discoteca de los parlantes. Las luces se dirigen a través de una lente que extiende un amplio patrón lumínico. Puedes controlar las luces desde el propio sistema y observar cómo se sincronizan con el ritmo de la música para crear una auténtica pista de baile en casa. El control de gestos divertido e intuitivo te permite tomar el control de todas las funciones de fiesta, incluyendo la iluminación, efectos de DJ y efectos de sonido del micrófono. También puedes deslizar hacia la izquierda o derecha para pasar de canción y controlar el volumen. Puedes descargar Fiestable de forma gratuita para iOS y Android. Personalizar tu fiesta nunca había sido tan divertido. Organizar concursos de karaoke con tus amigos es muy sencillo: conecta el MHC-V44D a un televisor e introduce un DVD de karaoke, o canta canciones de YouTube™ mediante Bluetooth®. Las dos entradas de micrófono, además de las puntuaciones y los efectos de sonido, te permiten formar equipo con tus amigos para que canten como un auténtico grupo. La función de atenuación de voz integrada incluso baja la voz del CD para que puedas cantar tus canciones favoritas.","$ 13.999,00","Sony","Audio","Parlantes","Torres","http://www.carrefour.com.ar/audio-1/parlantes/torres/torre-sony-nfc-bluet-usb-cd-hdmi-mod-mhc.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/4/5/4548736030022.jpg",,,,,"Carrefour"
14529,"Sistema de Audio Sony GTK-XB7 Rojo","Extra Bass - Bluetooth - NFC - USB - Luces Audioritmicas","La innovadora tecnología EXTRA BASS, hecha especialmente para la música dance, brinda un sonido de graves profundo e impactante. Dale vida a la noche con este potente equipo de elemento único. El GTK-XB7 está hecho para moverse contigo. Gracias a una serie de características útiles, puedes llenar cualquier lugar con el sonido de la fiesta. Un sensor integrado activa automáticamente los dos tweeters superiores para que disfrutes del sonido estéreo de tu sistema de parlantes en posición vertical u horizontal. Transmite desde tu biblioteca de música digital en un instante mediante una conexión NFC One-Touch. Conecta tu smartphone o tablet mediante un puerto USB para cargar y reproducir canciones.  Crea el ambiente con luces y efectos de sonido de DJ. Puedes darles tu toque personal a las pistas, mientras que las luces estroboscópicas, de línea y de los parlantes se sincronizan con la música para una atmósfera de fiesta.","$ 9.499,00","Sony","Audio","Parlantes","Torres","http://www.carrefour.com.ar/audio-1/parlantes/torres/torre-sony-nfc-bt-luces-mod-gtk-xb7-rojo.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/l/elg_0000_4548736030312.jpg",,,,,"Carrefour"
14284,"Sistema de Audio Panasonic 1700W SC-UA7PR-K","1700 W RMS de Potencia - 10 Altavoces en total (cuatro tweeters de 6 Cm, cuatro woofers de rango medio de 8 Cm y dos superwoofers de 16 Cm) - USB - Bluetooth - NFC","El diseño de la caja hexagonal requiere solamente una discreta cantidad de espacio de instalación, al tiempo que proporciona un sonido dinámico con amplia direccionalidad. Además de potencia sónica pura, el sistema también cuenta con un botón con sensor táctil con circulos de iluminación blanca, sobre un panel superior con acabado de espejo, asi como la elegante iluminación azul central, todo finamente orquestado para mejorar la funcionalidad y crear una sensación de presencia premium. Con el fin de obtener suficiente presión de sonido, el UA7 cuenta con un total de 10 altavoces (cuatro tweeters de 6 Cm, cuatro woofers de rango medio de 8 Cm y dos superwoofers de 16 Cm). Los woofers de 16 Cm están colocados de manera contigua, para eliminar vibraciones y producir un sonido libre de distorciones. Al colocar los woofers de rango medio y los tweeters en tres de los lados del altavoz, se logra producir un sonido expansivo de 180 grados que llena cualquier habitacion en que se encuentre.","$ 11.999,00","Panasonic","Audio","Parlantes","Torres","http://www.carrefour.com.ar/audio-1/parlantes/torres/torre-panasonic1700w-bluet-nfc-2usb-mod.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/h/e/held_0009_885170286115.jpg",,,,,"Carrefour"
14528,"Sistema de Audio Sony GTK-XB7 Azul","Extra Bass - Bluetooth - NFC - USB - Luces Audioritmicas","La innovadora tecnología EXTRA BASS, hecha especialmente para la música dance, brinda un sonido de graves profundo e impactante. Dale vida a la noche con este potente equipo de elemento único. El GTK-XB7 está hecho para moverse contigo. Gracias a una serie de características útiles, puedes llenar cualquier lugar con el sonido de la fiesta. Un sensor integrado activa automáticamente los dos tweeters superiores para que disfrutes del sonido estéreo de tu sistema de parlantes en posición vertical u horizontal. Transmite desde tu biblioteca de música digital en un instante mediante una conexión NFC One-Touch. Conecta tu smartphone o tablet mediante un puerto USB para cargar y reproducir canciones.  Crea el ambiente con luces y efectos de sonido de DJ. Puedes darles tu toque personal a las pistas, mientras que las luces estroboscópicas, de línea y de los parlantes se sincronizan con la música para una atmósfera de fiesta.","$ 9.499,00","Sony","Audio","Parlantes","Torres","http://www.carrefour.com.ar/audio-1/parlantes/torres/torre-sony-nfc-bt-luces-mod-gtk-xb7-azul.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/l/elg_0001_4548736030305.jpg",,,,,"Carrefour"
14526,"Sistema de Audio Sony GTK-XB7 Negro","Extra Bass - Bluetooth - NFC - USB - Luces Audioritmicas","La innovadora tecnología EXTRA BASS, hecha especialmente para la música dance, brinda un sonido de graves profundo e impactante. Dale vida a la noche con este potente equipo de elemento único. El GTK-XB7 está hecho para moverse contigo. Gracias a una serie de características útiles, puedes llenar cualquier lugar con el sonido de la fiesta. Un sensor integrado activa automáticamente los dos tweeters superiores para que disfrutes del sonido estéreo de tu sistema de parlantes en posición vertical u horizontal. Transmite desde tu biblioteca de música digital en un instante mediante una conexión NFC One-Touch. Conecta tu smartphone o tablet mediante un puerto USB para cargar y reproducir canciones.  Crea el ambiente con luces y efectos de sonido de DJ. Puedes darles tu toque personal a las pistas, mientras que las luces estroboscópicas, de línea y de los parlantes se sincronizan con la música para una atmósfera de fiesta.","$ 9.499,00","Sony","Audio","Parlantes","Torres","http://www.carrefour.com.ar/audio-1/parlantes/torres/torre-sony-nfc-bt-luces-mod-gtk-xb7-negr.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/l/elg_0002_4548736019935.jpg",,,,,"Carrefour"
14581,"Sistema de Audio Kazz 15W DS-09 Negro","15W de Potencia RMS - Bluetooth - Radio FM - Entrada Auxiliar de 3.5mm","El Sistema de Audio Kazz DS-09 Negro tiene una potencia de 15W RMS. Cuenta con conexion Bluetooth, radio FM, entrada auxiliar de 3.5mm y 6.3mm. Cuenta con lector de tarjetas microSD y una bateria de litio recargable. Bajos reforzados para un sonido más potente.","$ 6.299,00","Kazz","Audio","Parlantes","Torres","http://www.carrefour.com.ar/audio-1/parlantes/torres/torre-180w-bluet-usb-sd-mod-kazz-tower.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/h/_/h_0006_7797026911450_2.jpg",,,,,"Carrefour"
11616,"Sistema de Audio Panacom 25w Bluetooth SP3325 Azul","Conexión inalámbrica, 25w RMS, 1x 6,5 subwoofer. 2 x tweeter. USB 2.0 Slot. SD/MMC Card slot. Aux in: RCA. 2x Mic in.","Conexión inalámbrica, 25w RMS, 1x 6,5 subwoofer. 2 x tweeter. USB 2.0 Slot. SD/MMC Card slot. Aux in: RCA. 2x Mic in.","$ 2.699,00","Panacom","Audio","Parlantes","Torres","http://www.carrefour.com.ar/audio-1/parlantes/torres/torre-panacom-25w-bluetooth-azul-mod-sp3.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/d/mdd_0003_7798130904932.jpg",,,,,"Carrefour"
13954,"Ventilador Brisador de Pie Peabody PE-BR500 Blanco","Ventilador de Pie de 16’ de diámetro, motor japones DC, 22 velocidades regulables electronicamente. Funciones brisa natural y sleep. Función ECO programable. Display digital y LED indicador de velocidad. Oscilación de 30°, 60° y 90°.","Cuenta con 16’ de diámetro, motor japones DC, mucho mas pequeño y silencioso.
22 velocidades regulables electronicamente
Funciones brisa natural y sleep.
Función ECO programable.
Display digital y LED indicador de velocidad.
Control remoto multinacion.
Timer programable de 1 a 15 hs. (intervalo de 60 min.)
Exclusivo sistema de 7 palas plásticas que incrementan el flujo de aire y reducen el ruido.
Oscilación de 30°, 60° y 90°.","$ 2.999,00","Peabody","Climatización","Ventilación","Ventiladores de Pie","http://www.carrefour.com.ar/climatizacion/ventilacion/ventiladores-de-pie-1/ventilador-brisador-pie-peabody-16-mod-1.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/l/elsd_0004_7798111676551.jpg",,,,,"Carrefour"
9598,"Ventilador de Pie Tivoli 26 VIP","Tamaño: 20 pulgadas (50 cm); Potencia: 100W; Aspas: 5 que impulsan gran caudal de aire; Temporizador: 120 min; Rejilla: Metalica de alta proteccion; Base: redonda de mayor estabilidad; Velocidades: 3. Graduación en altura: hasta 1,7 m y giro oscilante","Tamaño: 20 pulgadas (50 cm); Potencia: 100W; Aspas: 5 que impulsan gran caudal de aire; Temporizador: 120 min; Rejilla: Metalica de alta proteccion; Base: redonda de mayor estabilidad; Velocidades: 3. Graduación en altura: hasta 1,7 m y giro oscilante","$ 2.999,00","Tivoli","Climatización","Ventilación","Ventiladores de Pie","http://www.carrefour.com.ar/climatizacion/ventilacion/ventiladores-de-pie-1/nentilador-pie-ken-brown-21-mod-kb-215-1.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7798111351649.jpg",,,,,"Carrefour"
7520,"Ventilador de Pie Industrial Axel AXPIE30","Ventilador de pie industrial Axel AXPIE30 Dos palas metálicas tipo avión. Cabezal oscilante e inclinable. Motor termoprotegido y reforzado de 3 velocidades.","Dos palas metálicas tipo avión.
Cabezal oscilante e inclinable.
Motor termoprotegido y reforzado de 3 velocidades.
Gran caudal de aire.
Altura regulable hasta 1,75m.
Base en cruz metálica de gran estabilidad.
Reja normalizada metálica.
Color negro.","$ 2.679,00","Axel","Climatización","Ventilación","Ventiladores de Pie","http://www.carrefour.com.ar/climatizacion/ventilacion/ventiladores-de-pie-1/ventilador-de-pie-industrial-axel-axpie30.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7798118961728.jpg",,,,,"Carrefour"
